"","non-stroke_rep1","non-stroke_rep2","non-stroke_rep3","stroke_rep1","stroke_rep2","stroke_rep3","stroke_rep4","stroke_rep5"
"CDADC1",1.26571047496452,1.19142658561296,3.27895656839141,0,0,1.84563978132815,1.10746787898286,0
"CAB39L",15.1885256995742,8.3399860992907,1.63947828419571,13.1279384029341,6.75285181451294,11.0738386879689,7.1985412133886,0
"KLF5",0,0,1.63947828419571,0,0,0.615213260442717,2.21493575796572,2.55739408186959
"STK24",17.7199466495033,8.3399860992907,9.83686970517423,3.75083954369546,27.0114072580518,15.3803315110679,8.30600909237146,15.3443644912175
"DNAJC3",3.79713142489356,3.57427975683887,9.83686970517423,5.62625931554319,5.06463886088471,12.9194784692971,7.75227515288003,10.2295763274784
"UGGT2",2.53142094992904,3.57427975683887,6.55791313678282,5.62625931554319,5.06463886088471,4.92170608354174,8.8597430318629,12.786970409348
"ARHGEF7",40.5027351988646,33.3599443971628,36.0685222523055,28.131296577716,33.7642590725647,22.1476773759378,27.1329630350801,17.9017585730871
"FGF9",6.3285523748226,2.38285317122591,1.63947828419571,7.50167908739092,3.37642590725647,1.84563978132815,1.10746787898286,0
"PARP4",3.79713142489356,5.95713292806478,9.83686970517423,5.62625931554319,8.44106476814118,7.99777238575532,9.96721091084576,7.67218224560877
"SUPT20H",3.79713142489356,3.57427975683887,4.91843485258712,0,0,3.07606630221359,7.1985412133886,5.11478816373918
"MRPS31",1.26571047496452,2.38285317122591,0,0,0,1.23042652088543,2.76866969745716,0
"SLC25A15",2.53142094992904,2.38285317122591,1.63947828419571,0,0,0,0.553733939491431,0
"KPNA3",11.3913942746807,13.1056924417425,13.1158262735656,5.62625931554319,18.5703424899106,17.8411845528388,14.3970824267772,7.67218224560877
"FLT1",2.53142094992904,11.9142658561296,6.55791313678282,0,10.1292777217694,1.23042652088543,2.21493575796572,12.786970409348
"RGCC",5.06284189985808,3.57427975683887,11.4763479893699,0,3.37642590725647,5.53691934398445,6.09107333440574,5.11478816373918
"VWA8",5.06284189985808,8.3399860992907,3.27895656839141,1.87541977184773,5.06463886088471,10.4586254275262,15.5045503057601,7.67218224560877
"DGKH",25.3142094992904,13.1056924417425,21.3132176945442,3.75083954369546,11.8174906753977,14.1499049901825,4.98360545542288,12.786970409348
"KATNAL1",16.4542361745388,20.2542519554203,18.0342611261528,20.629617490325,43.8935367943341,6.76734586486989,20.4881557611829,7.67218224560877
"INTS6",8.85997332475164,9.53141268490365,4.91843485258712,9.37709885923866,8.44106476814118,7.99777238575532,9.41347697135433,7.67218224560877
"DHRS12",0,1.19142658561296,1.63947828419571,0,1.68821295362824,1.23042652088543,2.21493575796572,0
"TSC22D1",87.3340227725518,81.017007821681,93.4502621991552,41.2592349806501,59.0874533769883,75.0560177740115,60.9107333440574,20.4591526549567
"CLN5",5.06284189985808,4.76570634245183,8.19739142097853,1.87541977184773,1.68821295362824,5.53691934398445,6.64480727389717,2.55739408186959
"MGRN1",8.85997332475164,13.1056924417425,1.63947828419571,7.50167908739092,11.8174906753977,11.6890519484116,13.2896145477943,2.55739408186959
"ZNF629",0,1.19142658561296,3.27895656839141,0,1.68821295362824,4.30649282309902,0.553733939491431,0
"TRADD",0,0,0,0,0,1.23042652088543,1.10746787898286,2.55739408186959
"HSF4",0,0,1.63947828419571,0,1.68821295362824,4.30649282309902,1.66120181847429,0
"CORO1A",11.3913942746807,10.7228392705166,9.83686970517423,5.62625931554319,20.2585554435388,6.15213260442717,9.96721091084576,20.4591526549567
"MAPK3",11.3913942746807,16.6799721985814,4.91843485258712,3.75083954369546,8.44106476814118,17.2259712923961,9.96721091084576,12.786970409348
"GDPD3",2.53142094992904,2.38285317122591,6.55791313678282,0,0,0,0,0
"PHKB",16.4542361745388,9.53141268490365,21.3132176945442,7.50167908739092,11.8174906753977,17.2259712923961,21.0418897006744,7.67218224560877
"LYRM1",3.79713142489356,1.19142658561296,0,0,3.37642590725647,3.07606630221359,1.10746787898286,2.55739408186959
"NUTF2",2.53142094992904,4.76570634245183,3.27895656839141,1.87541977184773,8.44106476814118,6.76734586486989,9.41347697135433,0
"NUP93",11.3913942746807,17.8713987841944,13.1158262735656,5.62625931554319,23.6349813507953,16.6107580319534,13.8433484872858,15.3443644912175
"CENPT",5.06284189985808,1.19142658561296,3.27895656839141,1.87541977184773,1.68821295362824,3.6912795626563,2.76866969745716,0
"TSNAXIP1",0,2.38285317122591,0,0,1.68821295362824,0,1.66120181847429,0
"NFAT5",60.7541027982969,35.7427975683887,39.3474788206969,7.50167908739092,18.5703424899106,35.6823691056776,38.7613757644002,12.786970409348
"LONP2",22.7827885493614,32.1685178115498,18.0342611261528,24.3804570340205,13.5057036290259,27.0693834594796,30.4553666720287,25.5739408186959
"N4BP1",11.3913942746807,9.53141268490365,4.91843485258712,11.2525186310864,11.8174906753977,6.76734586486989,10.5209448503372,10.2295763274784
"ARL2BP",5.06284189985808,3.57427975683887,4.91843485258712,0,8.44106476814118,7.38255912531261,3.87613757644002,2.55739408186959
"PLLP",7.59426284978712,4.76570634245183,8.19739142097853,7.50167908739092,3.37642590725647,2.46085304177087,4.42987151593145,7.67218224560877
"ZNF423",1.26571047496452,2.38285317122591,3.27895656839141,1.87541977184773,5.06463886088471,3.6912795626563,0.553733939491431,2.55739408186959
"DHODH",0,3.57427975683887,3.27895656839141,0,6.75285181451294,1.23042652088543,0,2.55739408186959
"CTCF",3.79713142489356,5.95713292806478,11.4763479893699,0,10.1292777217694,9.84341216708347,8.30600909237146,2.55739408186959
"ACD",3.79713142489356,2.38285317122591,0,1.87541977184773,5.06463886088471,3.6912795626563,1.10746787898286,7.67218224560877
"POLR2C",11.3913942746807,5.95713292806478,1.63947828419571,7.50167908739092,5.06463886088471,6.76734586486989,7.1985412133886,2.55739408186959
"PARD6A",0,1.19142658561296,0,1.87541977184773,3.37642590725647,2.46085304177087,1.66120181847429,0
"ZNF821",1.26571047496452,0,1.63947828419571,1.87541977184773,3.37642590725647,1.23042652088543,1.10746787898286,2.55739408186959
"MMP15",0,1.19142658561296,0,1.87541977184773,0,2.46085304177087,1.10746787898286,2.55739408186959
"USB1",3.79713142489356,1.19142658561296,3.27895656839141,5.62625931554319,1.68821295362824,1.84563978132815,3.32240363694859,5.11478816373918
"CYB5B",6.3285523748226,15.4885456129684,1.63947828419571,3.75083954369546,10.1292777217694,8.61298564619804,6.09107333440574,17.9017585730871
"CCDC113",5.06284189985808,7.14855951367774,1.63947828419571,1.87541977184773,1.68821295362824,4.92170608354174,5.53733939491431,0
"NME3",1.26571047496452,1.19142658561296,6.55791313678282,0,1.68821295362824,1.84563978132815,2.76866969745716,0
"NDRG4",64.5512342231905,70.2941685511644,75.4160010730024,54.3871733835842,82.7224347277836,84.899429941095,88.0436963791375,43.475699391783
"PSMD7",13.9228152246097,4.76570634245183,13.1158262735656,9.37709885923866,3.37642590725647,11.6890519484116,18.2732200032172,30.6887289824351
"SETD6",0,3.57427975683887,0,3.75083954369546,1.68821295362824,2.46085304177087,3.32240363694859,2.55739408186959
"SLC38A7",1.26571047496452,3.57427975683887,6.55791313678282,5.62625931554319,3.37642590725647,2.46085304177087,2.76866969745716,5.11478816373918
"VAC14",5.06284189985808,5.95713292806478,9.83686970517423,13.1279384029341,5.06463886088471,4.92170608354174,4.42987151593145,5.11478816373918
"HAS3",0,1.19142658561296,0,5.62625931554319,1.68821295362824,0,0.553733939491431,0
"TANGO6",6.3285523748226,2.38285317122591,3.27895656839141,1.87541977184773,0,1.84563978132815,5.53733939491431,5.11478816373918
"COG4",2.53142094992904,3.57427975683887,1.63947828419571,5.62625931554319,0,6.76734586486989,9.41347697135433,5.11478816373918
"SMPD3",0,3.57427975683887,0,7.50167908739092,1.68821295362824,3.6912795626563,4.98360545542288,0
"SLC7A6OS",0,4.76570634245183,4.91843485258712,0,0,1.23042652088543,1.66120181847429,2.55739408186959
"SLC7A6",6.3285523748226,0,3.27895656839141,3.75083954369546,8.44106476814118,2.46085304177087,1.66120181847429,0
"PLA2G15",2.53142094992904,1.19142658561296,0,1.87541977184773,0,1.84563978132815,2.21493575796572,5.11478816373918
"ESRP2",2.53142094992904,0,0,1.87541977184773,3.37642590725647,0,0,0
"FA2H",2.53142094992904,2.38285317122591,11.4763479893699,0,0,1.23042652088543,1.10746787898286,0
"WDR59",11.3913942746807,1.19142658561296,6.55791313678282,0,0,4.30649282309902,4.98360545542288,7.67218224560877
"MON1B",6.3285523748226,10.7228392705166,1.63947828419571,3.75083954369546,13.5057036290259,4.92170608354174,2.21493575796572,17.9017585730871
"CMC2",12.6571047496452,2.38285317122591,4.91843485258712,1.87541977184773,5.06463886088471,3.6912795626563,8.30600909237146,7.67218224560877
"AXIN1",0,1.19142658561296,0,3.75083954369546,0,0.615213260442717,2.76866969745716,5.11478816373918
"HCFC1R1",2.53142094992904,2.38285317122591,1.63947828419571,0,0,1.23042652088543,2.21493575796572,0
"NPRL3",1.26571047496452,2.38285317122591,4.91843485258712,0,0,4.92170608354174,1.10746787898286,5.11478816373918
"MLYCD",0,1.19142658561296,1.63947828419571,1.87541977184773,11.8174906753977,4.30649282309902,2.76866969745716,2.55739408186959
"MPG",2.53142094992904,1.19142658561296,0,5.62625931554319,3.37642590725647,2.46085304177087,1.66120181847429,7.67218224560877
"NECAB2",6.3285523748226,3.57427975683887,0,3.75083954369546,1.68821295362824,8.61298564619804,6.09107333440574,2.55739408186959
"HSDL1",12.6571047496452,9.53141268490365,9.83686970517423,3.75083954369546,1.68821295362824,4.92170608354174,6.64480727389717,5.11478816373918
"TAF1C",1.26571047496452,2.38285317122591,0,5.62625931554319,0,5.53691934398445,3.32240363694859,15.3443644912175
"NAGPA",2.53142094992904,1.19142658561296,1.63947828419571,1.87541977184773,6.75285181451294,4.30649282309902,2.21493575796572,0
"SEC14L5",6.3285523748226,9.53141268490365,6.55791313678282,7.50167908739092,3.37642590725647,4.92170608354174,7.1985412133886,10.2295763274784
"COTL1",1.26571047496452,2.38285317122591,6.55791313678282,1.87541977184773,10.1292777217694,9.84341216708347,4.98360545542288,7.67218224560877
"USP10",6.3285523748226,3.57427975683887,6.55791313678282,5.62625931554319,6.75285181451294,8.61298564619804,13.8433484872858,7.67218224560877
"CRISPLD2",1.26571047496452,3.57427975683887,1.63947828419571,1.87541977184773,0,1.23042652088543,3.32240363694859,10.2295763274784
"TSC2",13.9228152246097,11.9142658561296,16.3947828419571,7.50167908739092,15.1939165826541,25.2237436781514,19.3806878822001,12.786970409348
"ZNF500",3.79713142489356,0,0,0,0,1.23042652088543,0.553733939491431,2.55739408186959
"NME4",1.26571047496452,1.19142658561296,1.63947828419571,1.87541977184773,0,2.46085304177087,1.66120181847429,0
"ABCC1",6.3285523748226,5.95713292806478,4.91843485258712,5.62625931554319,1.68821295362824,4.92170608354174,3.87613757644002,5.11478816373918
"NOMO3",6.3285523748226,23.8285317122591,4.91843485258712,35.6329756651069,40.5171108870777,7.99777238575532,19.9344218216915,7.67218224560877
"LMF1",5.06284189985808,3.57427975683887,3.27895656839141,0,1.68821295362824,0.615213260442717,4.42987151593145,5.11478816373918
"CIAO3",1.26571047496452,1.19142658561296,4.91843485258712,15.0033581747818,8.44106476814118,4.92170608354174,5.53733939491431,5.11478816373918
"MTHFSD",2.53142094992904,1.19142658561296,1.63947828419571,1.87541977184773,5.06463886088471,0.615213260442717,2.21493575796572,2.55739408186959
"CLCN7",7.59426284978712,2.38285317122591,11.4763479893699,15.0033581747818,15.1939165826541,7.38255912531261,16.0582842452515,10.2295763274784
"HAGHL",0,4.76570634245183,3.27895656839141,7.50167908739092,0,2.46085304177087,2.21493575796572,2.55739408186959
"ANTKMT",3.79713142489356,1.19142658561296,3.27895656839141,3.75083954369546,10.1292777217694,1.23042652088543,2.21493575796572,2.55739408186959
"SLC7A5",5.06284189985808,14.2971190273555,16.3947828419571,22.5050372621728,30.3878331653083,19.0716110737242,9.96721091084576,10.2295763274784
"METRN",2.53142094992904,5.95713292806478,1.63947828419571,3.75083954369546,3.37642590725647,6.76734586486989,2.76866969745716,0
"FBXO31",7.59426284978712,11.9142658561296,16.3947828419571,3.75083954369546,11.8174906753977,11.6890519484116,6.64480727389717,7.67218224560877
"STUB1",3.79713142489356,3.57427975683887,3.27895656839141,1.87541977184773,5.06463886088471,6.15213260442717,6.64480727389717,0
"RHBDL1",0,0,0,1.87541977184773,6.75285181451294,0,1.66120181847429,0
"NUBP1",2.53142094992904,0,0,0,0,1.23042652088543,2.21493575796572,2.55739408186959
"UBE2I",1.26571047496452,9.53141268490365,3.27895656839141,9.37709885923866,13.5057036290259,7.99777238575532,8.8597430318629,7.67218224560877
"MEFV",0,1.19142658561296,1.63947828419571,3.75083954369546,3.37642590725647,0.615213260442717,1.10746787898286,5.11478816373918
"CRYM",7.59426284978712,7.14855951367774,6.55791313678282,11.2525186310864,10.1292777217694,6.15213260442717,17.1657521242344,5.11478816373918
"EEF2K",6.3285523748226,4.76570634245183,0,1.87541977184773,0,7.38255912531261,5.53733939491431,0
"CAPN15",0,4.76570634245183,0,3.75083954369546,6.75285181451294,6.15213260442717,3.87613757644002,2.55739408186959
"PIEZO1",2.53142094992904,2.38285317122591,4.91843485258712,1.87541977184773,1.68821295362824,2.46085304177087,2.76866969745716,0
"GSPT1",12.6571047496452,22.6371051266462,11.4763479893699,22.5050372621728,11.8174906753977,20.9172508550524,31.5628345510116,15.3443644912175
"ZNF174",1.26571047496452,1.19142658561296,1.63947828419571,0,3.37642590725647,1.23042652088543,0.553733939491431,2.55739408186959
"CLUAP1",2.53142094992904,7.14855951367774,3.27895656839141,0,1.68821295362824,4.30649282309902,5.53733939491431,2.55739408186959
"UBFD1",8.85997332475164,13.1056924417425,14.7553045577613,11.2525186310864,8.44106476814118,11.6890519484116,7.1985412133886,2.55739408186959
"EARS2",7.59426284978712,3.57427975683887,0,3.75083954369546,5.06463886088471,7.99777238575532,5.53733939491431,2.55739408186959
"ELOB",6.3285523748226,3.57427975683887,3.27895656839141,7.50167908739092,5.06463886088471,6.76734586486989,3.87613757644002,7.67218224560877
"GGA2",3.79713142489356,9.53141268490365,4.91843485258712,5.62625931554319,5.06463886088471,9.22819890664076,9.96721091084576,2.55739408186959
"CPPED1",6.3285523748226,2.38285317122591,6.55791313678282,0,0,1.23042652088543,2.76866969745716,2.55739408186959
"USP31",31.642761874113,30.9770912259369,24.5921742629356,24.3804570340205,15.1939165826541,19.0716110737242,8.30600909237146,28.1313349005655
"HMOX2",5.06284189985808,7.14855951367774,3.27895656839141,1.87541977184773,8.44106476814118,2.46085304177087,7.1985412133886,7.67218224560877
"DNAJA3",8.85997332475164,2.38285317122591,3.27895656839141,3.75083954369546,5.06463886088471,6.15213260442717,5.53733939491431,2.55739408186959
"BFAR",2.53142094992904,5.95713292806478,1.63947828419571,7.50167908739092,0,2.46085304177087,2.21493575796572,7.67218224560877
"SALL1",5.06284189985808,5.95713292806478,6.55791313678282,1.87541977184773,5.06463886088471,9.22819890664076,2.21493575796572,0
"TOX3",2.53142094992904,2.38285317122591,0,1.87541977184773,1.68821295362824,3.6912795626563,3.32240363694859,5.11478816373918
"RBL2",6.3285523748226,3.57427975683887,3.27895656839141,15.0033581747818,3.37642590725647,9.84341216708347,18.2732200032172,12.786970409348
"QPRT",3.79713142489356,1.19142658561296,1.63947828419571,1.87541977184773,0,0.615213260442717,2.21493575796572,0
"XYLT1",16.4542361745388,13.1056924417425,4.91843485258712,5.62625931554319,16.8821295362824,5.53691934398445,13.2896145477943,15.3443644912175
"RPGRIP1L",7.59426284978712,3.57427975683887,4.91843485258712,0,5.06463886088471,2.46085304177087,8.8597430318629,0
"MAZ",8.85997332475164,14.2971190273555,4.91843485258712,1.87541977184773,15.1939165826541,10.4586254275262,6.64480727389717,10.2295763274784
"STX4",3.79713142489356,3.57427975683887,0,9.37709885923866,5.06463886088471,4.92170608354174,2.76866969745716,2.55739408186959
"CDIPT",3.79713142489356,5.95713292806478,4.91843485258712,7.50167908739092,8.44106476814118,9.22819890664076,6.64480727389717,2.55739408186959
"BCKDK",1.26571047496452,2.38285317122591,3.27895656839141,3.75083954369546,1.68821295362824,5.53691934398445,3.32240363694859,2.55739408186959
"KAT8",5.06284189985808,11.9142658561296,4.91843485258712,0,0,5.53691934398445,9.96721091084576,2.55739408186959
"NOMO1",6.3285523748226,36.9342241540017,31.1500873997184,3.75083954369546,0,28.9150232408077,55.3733939491431,5.11478816373918
"IL21R",0,1.19142658561296,0,0,3.37642590725647,0.615213260442717,1.66120181847429,2.55739408186959
"SYT17",7.59426284978712,10.7228392705166,8.19739142097853,5.62625931554319,10.1292777217694,4.92170608354174,2.76866969745716,2.55739408186959
"TMC5",48.0969980486517,51.2313431813571,65.5791313678282,710.78409353029,273.490498487774,136.577343818283,430.251270984842,232.722861450133
"CCP110",21.5170780743968,16.6799721985814,14.7553045577613,13.1279384029341,13.5057036290259,14.7651182506252,18.2732200032172,15.3443644912175
"VPS35L",11.3913942746807,16.6799721985814,14.7553045577613,5.62625931554319,10.1292777217694,15.9955447715106,24.364293337623,10.2295763274784
"RNF40",5.06284189985808,4.76570634245183,6.55791313678282,5.62625931554319,21.9467683971671,8.61298564619804,7.75227515288003,7.67218224560877
"KNOP1",0,2.38285317122591,3.27895656839141,3.75083954369546,0,1.84563978132815,0.553733939491431,0
"AQP9",0,1.19142658561296,4.91843485258712,1.87541977184773,0,2.46085304177087,2.21493575796572,0
"AAGAB",11.3913942746807,0,14.7553045577613,13.1279384029341,8.44106476814118,7.99777238575532,6.09107333440574,2.55739408186959
"IQCH",1.26571047496452,1.19142658561296,6.55791313678282,1.87541977184773,0,0.615213260442717,0.553733939491431,5.11478816373918
"LACTB",2.53142094992904,2.38285317122591,3.27895656839141,5.62625931554319,0,0.615213260442717,2.76866969745716,2.55739408186959
"CORO2B",13.9228152246097,20.2542519554203,11.4763479893699,13.1279384029341,11.8174906753977,14.1499049901825,9.41347697135433,2.55739408186959
"CSK",3.79713142489356,0,0,3.75083954369546,8.44106476814118,3.6912795626563,2.76866969745716,0
"HERC1",96.1939960973035,57.1884761094219,72.137044504611,52.5117536117365,35.452472026193,55.9844067002873,140.648420630823,17.9017585730871
"TRIP4",0,2.38285317122591,1.63947828419571,0,1.68821295362824,0.615213260442717,4.98360545542288,2.55739408186959
"MTFMT",2.53142094992904,1.19142658561296,0,1.87541977184773,0,0.615213260442717,1.10746787898286,0
"AP3B2",13.9228152246097,15.4885456129684,16.3947828419571,13.1279384029341,18.5703424899106,12.9194784692971,30.4553666720287,12.786970409348
"ACSBG1",2.53142094992904,2.38285317122591,0,1.87541977184773,6.75285181451294,12.9194784692971,17.1657521242344,7.67218224560877
"IGDCC4",0,1.19142658561296,3.27895656839141,1.87541977184773,1.68821295362824,2.46085304177087,1.10746787898286,0
"RAB11A",24.0484990243259,26.211384883485,34.4290439681098,15.0033581747818,18.5703424899106,15.9955447715106,32.116568490503,10.2295763274784
"CTSH",1.26571047496452,5.95713292806478,4.91843485258712,7.50167908739092,3.37642590725647,9.22819890664076,7.75227515288003,10.2295763274784
"TTC23",1.26571047496452,3.57427975683887,0,0,1.68821295362824,1.23042652088543,1.10746787898286,0
"CD276",3.79713142489356,1.19142658561296,0,1.87541977184773,5.06463886088471,3.07606630221359,2.21493575796572,0
"FAH",1.26571047496452,1.19142658561296,0,0,1.68821295362824,1.84563978132815,1.66120181847429,0
"CEMIP",8.85997332475164,4.76570634245183,4.91843485258712,3.75083954369546,8.44106476814118,2.46085304177087,3.87613757644002,2.55739408186959
"RPAP1",2.53142094992904,0,1.63947828419571,3.75083954369546,6.75285181451294,2.46085304177087,1.66120181847429,0
"HOMER2",10.1256837997162,7.14855951367774,9.83686970517423,7.50167908739092,3.37642590725647,7.99777238575532,1.10746787898286,2.55739408186959
"EHD4",1.26571047496452,2.38285317122591,4.91843485258712,5.62625931554319,0,0.615213260442717,1.66120181847429,0
"TMEM87A",6.3285523748226,5.95713292806478,4.91843485258712,0,3.37642590725647,7.99777238575532,21.5956236401658,10.2295763274784
"ZNF106",55.6912608984389,55.997049523809,31.1500873997184,18.7541977184773,37.1406849798212,38.7584354078912,26.5792290955887,15.3443644912175
"CEP152",1.26571047496452,0,0,0,5.06463886088471,0,1.66120181847429,0
"ATP8B4",1.26571047496452,0,1.63947828419571,1.87541977184773,1.68821295362824,2.46085304177087,0.553733939491431,0
"DTWD1",3.79713142489356,9.53141268490365,6.55791313678282,1.87541977184773,0,1.84563978132815,7.1985412133886,7.67218224560877
"ENTREP2",1.26571047496452,5.95713292806478,1.63947828419571,1.87541977184773,8.44106476814118,7.38255912531261,2.76866969745716,0
"GABPB1",2.53142094992904,2.38285317122591,4.91843485258712,0,3.37642590725647,0.615213260442717,0.553733939491431,0
"TJP1",31.642761874113,38.1256507396146,47.5448702416754,7.50167908739092,10.1292777217694,47.9866343145319,56.480861828126,15.3443644912175
"BMF",1.26571047496452,1.19142658561296,0,5.62625931554319,1.68821295362824,3.07606630221359,0,2.55739408186959
"DMXL2",73.4112075479421,59.5713292806478,77.0554793571981,28.131296577716,27.0114072580518,51.6779138771882,115.730393353709,17.9017585730871
"SCG3",50.6284189985808,40.5085039108405,39.3474788206969,28.131296577716,15.1939165826541,73.8255912531261,135.664815175401,20.4591526549567
"DNAJC17",0,0,1.63947828419571,28.131296577716,1.68821295362824,0,3.87613757644002,0
"EIF3J",3.79713142489356,8.3399860992907,11.4763479893699,0,5.06463886088471,7.38255912531261,7.75227515288003,2.55739408186959
"SPG11",13.9228152246097,10.7228392705166,8.19739142097853,3.75083954369546,5.06463886088471,9.22819890664076,32.6703024299944,2.55739408186959
"VPS18",0,2.38285317122591,1.63947828419571,1.87541977184773,5.06463886088471,7.99777238575532,3.32240363694859,7.67218224560877
"SLC30A4",17.7199466495033,7.14855951367774,9.83686970517423,3.75083954369546,1.68821295362824,4.92170608354174,3.87613757644002,0
"BLOC1S6",29.1113409241839,20.2542519554203,19.6737394103485,9.37709885923866,10.1292777217694,7.38255912531261,4.42987151593145,7.67218224560877
"MYEF2",15.1885256995742,15.4885456129684,14.7553045577613,15.0033581747818,10.1292777217694,8.61298564619804,18.2732200032172,12.786970409348
"SGK3",5.06284189985808,4.76570634245183,4.91843485258712,3.75083954369546,3.37642590725647,4.92170608354174,4.98360545542288,7.67218224560877
"PDGFRL",0,0,6.55791313678282,3.75083954369546,1.68821295362824,0,2.21493575796572,2.55739408186959
"CSPP1",2.53142094992904,8.3399860992907,1.63947828419571,3.75083954369546,0,6.76734586486989,6.09107333440574,5.11478816373918
"ZDHHC2",12.6571047496452,22.6371051266462,19.6737394103485,1.87541977184773,3.37642590725647,9.22819890664076,6.09107333440574,2.55739408186959
"BRF2",1.26571047496452,3.57427975683887,1.63947828419571,1.87541977184773,0,1.23042652088543,2.76866969745716,5.11478816373918
"TRIM35",5.06284189985808,2.38285317122591,3.27895656839141,3.75083954369546,3.37642590725647,6.76734586486989,1.10746787898286,0
"ZFAND1",3.79713142489356,2.38285317122591,3.27895656839141,5.62625931554319,1.68821295362824,7.99777238575532,4.42987151593145,5.11478816373918
"RP1",1.26571047496452,0,0,5.62625931554319,0,0.615213260442717,0.553733939491431,2.55739408186959
"CA2",7.59426284978712,7.14855951367774,9.83686970517423,5.62625931554319,0,15.3803315110679,9.96721091084576,2.55739408186959
"FZD3",44.2998666237582,40.5085039108405,39.3474788206969,15.0033581747818,21.9467683971671,22.7628906363805,17.7194860637258,10.2295763274784
"INTS9",1.26571047496452,1.19142658561296,0,0,0,0.615213260442717,3.32240363694859,0
"RIPK2",0,1.19142658561296,1.63947828419571,0,3.37642590725647,1.23042652088543,3.87613757644002,5.11478816373918
"EYA1",0,0,1.63947828419571,0,1.68821295362824,2.46085304177087,0.553733939491431,0
"NBN",13.9228152246097,11.9142658561296,11.4763479893699,7.50167908739092,0,9.22819890664076,14.3970824267772,5.11478816373918
"CPQ",0,0,0,0,0,1.84563978132815,6.64480727389717,5.11478816373918
"DECR1",6.3285523748226,4.76570634245183,0,0,0,9.84341216708347,9.96721091084576,2.55739408186959
"CALB1",2.53142094992904,4.76570634245183,1.63947828419571,9.37709885923866,0,9.22819890664076,25.4717612166058,15.3443644912175
"BPNT2",34.174182824042,22.6371051266462,42.6264353890883,7.50167908739092,10.1292777217694,24.6085304177087,14.3970824267772,7.67218224560877
"SFRP1",2.53142094992904,3.57427975683887,1.63947828419571,0,0,3.6912795626563,1.66120181847429,2.55739408186959
"LAPTM4B",12.6571047496452,11.9142658561296,6.55791313678282,1.87541977184773,5.06463886088471,11.0738386879689,26.0254951560973,2.55739408186959
"UBE2W",30.3770513991485,17.8713987841944,22.9526959787399,1.87541977184773,13.5057036290259,7.99777238575532,2.21493575796572,5.11478816373918
"POP1",1.26571047496452,1.19142658561296,3.27895656839141,0,1.68821295362824,0.615213260442717,0.553733939491431,0
"NIPAL2",10.1256837997162,5.95713292806478,3.27895656839141,5.62625931554319,1.68821295362824,3.6912795626563,6.64480727389717,10.2295763274784
"IKBKB",1.26571047496452,2.38285317122591,1.63947828419571,1.87541977184773,1.68821295362824,1.23042652088543,3.32240363694859,5.11478816373918
"PLAT",2.53142094992904,1.19142658561296,3.27895656839141,1.87541977184773,3.37642590725647,0.615213260442717,2.21493575796572,2.55739408186959
"JPH1",7.59426284978712,7.14855951367774,6.55791313678282,5.62625931554319,1.68821295362824,4.92170608354174,2.21493575796572,5.11478816373918
"STK3",0,1.19142658561296,1.63947828419571,1.87541977184773,5.06463886088471,1.84563978132815,2.21493575796572,2.55739408186959
"GDAP1",29.1113409241839,10.7228392705166,19.6737394103485,5.62625931554319,6.75285181451294,14.7651182506252,17.1657521242344,7.67218224560877
"RAB2A",44.2998666237582,27.402811469098,32.7895656839141,16.8787779466296,5.06463886088471,19.0716110737242,42.0837794013488,5.11478816373918
"EIF3E",5.06284189985808,10.7228392705166,13.1158262735656,7.50167908739092,3.37642590725647,12.9194784692971,11.6284127293201,0
"EMC2",7.59426284978712,3.57427975683887,4.91843485258712,5.62625931554319,10.1292777217694,11.6890519484116,13.2896145477943,2.55739408186959
"ESRP1",0,1.19142658561296,0,0,0,1.23042652088543,0,5.11478816373918
"NDRG1",16.4542361745388,22.6371051266462,36.0685222523055,16.8787779466296,18.5703424899106,20.3020375946097,18.2732200032172,23.0165467368263
"ZC2HC1A",10.1256837997162,3.57427975683887,4.91843485258712,11.2525186310864,0,2.46085304177087,4.42987151593145,0
"STMN2",78.4740494478002,54.805622938196,62.3001747994368,33.7575558932592,45.5817497479624,31.3758762825786,53.1584581911774,12.786970409348
"ARMC1",12.6571047496452,5.95713292806478,11.4763479893699,5.62625931554319,1.68821295362824,9.22819890664076,7.75227515288003,2.55739408186959
"TRPS1",48.0969980486517,63.1456090374867,52.4633050942626,24.3804570340205,25.3231943044235,19.6868243341669,12.7358806083029,23.0165467368263
"SPAG1",2.53142094992904,2.38285317122591,3.27895656839141,0,0,1.84563978132815,0.553733939491431,0
"CHRAC1",1.26571047496452,3.57427975683887,3.27895656839141,3.75083954369546,0,0,0,2.55739408186959
"NCALD",36.7056037739711,35.7427975683887,45.9053919574797,26.2558768058682,21.9467683971671,28.299809980365,34.3315042484687,2.55739408186959
"SNX16",3.79713142489356,1.19142658561296,13.1158262735656,5.62625931554319,1.68821295362824,2.46085304177087,1.66120181847429,7.67218224560877
"UBR5",25.3142094992904,25.0199582978721,19.6737394103485,11.2525186310864,20.2585554435388,28.9150232408077,48.1748527357545,35.8035171461743
"GSDMD",0,0,1.63947828419571,1.87541977184773,1.68821295362824,0,0,5.11478816373918
"GFUS",0,0,0,1.87541977184773,3.37642590725647,1.23042652088543,2.76866969745716,2.55739408186959
"PYCR3",0,1.19142658561296,0,0,1.68821295362824,2.46085304177087,3.32240363694859,0
