NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900101	REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900101		26	0.4917909	1.236703	0.19421488	1.0	1.0	2532	tags=35%, list=16%, signal=41%	
POSITIVE REGULATION OF STEROL TRANSPORT%GOBP%GO:0032373	POSITIVE REGULATION OF STEROL TRANSPORT%GOBP%GO:0032373		25	0.49604678	1.2365124	0.18908122	1.0	1.0	5704	tags=52%, list=37%, signal=83%	
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050728	NEGATIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050728		75	0.41149268	1.2362205	0.16428572	1.0	1.0	2709	tags=25%, list=18%, signal=31%	
NEGATIVE REGULATION OF CELL GROWTH%GOBP%GO:0030308	NEGATIVE REGULATION OF CELL GROWTH%GOBP%GO:0030308		122	0.39029026	1.2356726	0.120176405	1.0	1.0	3898	tags=33%, list=25%, signal=44%	
ORGANIC HYDROXY COMPOUND CATABOLIC PROCESS%GOBP%GO:1901616	ORGANIC HYDROXY COMPOUND CATABOLIC PROCESS%GOBP%GO:1901616		26	0.47942507	1.2351018	0.21557719	1.0	1.0	5161	tags=50%, list=34%, signal=75%	
VISUAL PERCEPTION%GOBP%GO:0007601	VISUAL PERCEPTION%GOBP%GO:0007601		54	0.4359866	1.2350842	0.16525935	1.0	1.0	5621	tags=57%, list=37%, signal=90%	
REGULATION OF RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:1901031	REGULATION OF RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:1901031		20	0.50727654	1.2343327	0.20856354	1.0	1.0	3447	tags=45%, list=22%, signal=58%	
NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS%GOBP%GO:0090305	NUCLEIC ACID PHOSPHODIESTER BOND HYDROLYSIS%GOBP%GO:0090305		73	0.417195	1.2343172	0.14534883	1.0	1.0	3898	tags=38%, list=25%, signal=51%	
PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152	PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009152		145	0.38656208	1.2337333	0.1012931	1.0	1.0	4015	tags=35%, list=26%, signal=47%	
22Q11.2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20220510%WP4657%HOMO SAPIENS	22Q11.2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20220510%WP4657%HOMO SAPIENS		67	0.42183986	1.2330385	0.17061612	1.0	1.0	4048	tags=36%, list=26%, signal=48%	
PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006164	PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006164		168	0.38684618	1.232474	0.087326944	1.0	1.0	4015	tags=36%, list=26%, signal=49%	
GENES CONTROLLING NEPHROGENESIS%WIKIPATHWAYS_20220510%WP4823%HOMO SAPIENS	GENES CONTROLLING NEPHROGENESIS%WIKIPATHWAYS_20220510%WP4823%HOMO SAPIENS		24	0.4837379	1.2324579	0.20190996	1.0	1.0	4280	tags=42%, list=28%, signal=58%	
SENSORY PERCEPTION%GOBP%GO:0007600	SENSORY PERCEPTION%GOBP%GO:0007600		159	0.38301092	1.2321088	0.11075612	1.0	1.0	5090	tags=45%, list=33%, signal=66%	
PROTEIN LOCALIZATION TO CILIUM%GOBP%GO:0061512	PROTEIN LOCALIZATION TO CILIUM%GOBP%GO:0061512		39	0.45158413	1.2313861	0.18936446	1.0	1.0	2019	tags=18%, list=13%, signal=21%	
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME%R-HSA-380320.2	RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME%R-HSA-380320.2		75	0.41385272	1.2311615	0.14705883	1.0	1.0	3795	tags=36%, list=25%, signal=48%	
CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 83%380287	CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 83%380287		76	0.41362816	1.2311503	0.15068494	1.0	1.0	3795	tags=37%, list=25%, signal=49%	
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP2873%HOMO SAPIENS	ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP2873%HOMO SAPIENS		24	0.49627647	1.2304597	0.21390374	1.0	1.0	3528	tags=54%, list=23%, signal=70%	
VXPX CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 83%5620916	VXPX CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 83%5620916		18	0.52483207	1.230318	0.21518987	1.0	1.0	2770	tags=28%, list=18%, signal=34%	
MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996	MONOSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005996		86	0.40448448	1.2298486	0.13718821	1.0	1.0	3649	tags=36%, list=24%, signal=47%	
PID_TCR_CALCIUM_PATHWAY%MSIGDB_C2%PID_TCR_CALCIUM_PATHWAY	PID_TCR_CALCIUM_PATHWAY%MSIGDB_C2%PID_TCR_CALCIUM_PATHWAY		16	0.5297408	1.2294451	0.21751413	1.0	1.0	2067	tags=38%, list=13%, signal=43%	
HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2849%HOMO SAPIENS	HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2849%HOMO SAPIENS		28	0.48081845	1.228592	0.19661458	1.0	1.0	4787	tags=46%, list=31%, signal=67%	
HUNTINGTON DISEASE%PANTHER PATHWAY%P00029	HUNTINGTON DISEASE%PANTHER PATHWAY%P00029		85	0.40861222	1.2280114	0.1521739	1.0	1.0	3120	tags=36%, list=20%, signal=46%	
PTERIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042558	PTERIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042558		21	0.50662786	1.2280068	0.20718232	1.0	1.0	1932	tags=24%, list=13%, signal=27%	
CALCIUM SIGNALING IN THE CD4+ TCR PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CALCIUM SIGNALING IN THE CD4+ TCR PATHWAY	CALCIUM SIGNALING IN THE CD4+ TCR PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CALCIUM SIGNALING IN THE CD4+ TCR PATHWAY		18	0.51812905	1.2275331	0.21509972	1.0	1.0	2289	tags=39%, list=15%, signal=46%	
NEUROMUSCULAR PROCESS%GOBP%GO:0050905	NEUROMUSCULAR PROCESS%GOBP%GO:0050905		35	0.46492872	1.2273206	0.20258065	1.0	1.0	2222	tags=26%, list=14%, signal=30%	
SINGLE FERTILIZATION%GOBP%GO:0007338	SINGLE FERTILIZATION%GOBP%GO:0007338		35	0.4676775	1.2262737	0.20129032	1.0	1.0	3773	tags=37%, list=25%, signal=49%	
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME%R-HSA-380270.2	RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME%R-HSA-380270.2		76	0.41362816	1.2257593	0.15005727	1.0	1.0	3795	tags=37%, list=25%, signal=49%	
NEGATIVE REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905953	NEGATIVE REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905953		30	0.47274202	1.225659	0.19270833	1.0	1.0	1436	tags=20%, list=9%, signal=22%	
ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442		15	0.53333575	1.2256446	0.24177396	1.0	1.0	2196	tags=40%, list=14%, signal=47%	
NALBUPHINE ACTION PATHWAY%SMPDB%SMP0000691	NALBUPHINE ACTION PATHWAY%SMPDB%SMP0000691		23	0.49985817	1.2256166	0.22672065	1.0	1.0	1752	tags=30%, list=11%, signal=34%	
G1 S-SPECIFIC TRANSCRIPTION%REACTOME%R-HSA-69205.3	G1 S-SPECIFIC TRANSCRIPTION%REACTOME%R-HSA-69205.3		21	0.50014955	1.2252773	0.20821919	1.0	1.0	2442	tags=29%, list=16%, signal=34%	
IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON-LYMPHOID CELL%REACTOME%R-HSA-198933.7	IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON-LYMPHOID CELL%REACTOME%R-HSA-198933.7		43	0.4485282	1.2251949	0.16873449	1.0	1.0	4602	tags=37%, list=30%, signal=53%	
ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.4	ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.4		78	0.41265327	1.2251563	0.15752625	1.0	1.0	3617	tags=31%, list=24%, signal=40%	
SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS	SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS		28	0.4684088	1.2250854	0.2106632	1.0	1.0	3445	tags=39%, list=22%, signal=51%	
DENDRITIC SPINE DEVELOPMENT%GOBP%GO:0060996	DENDRITIC SPINE DEVELOPMENT%GOBP%GO:0060996		21	0.51499385	1.2244798	0.20544218	1.0	1.0	2077	tags=33%, list=14%, signal=38%	
TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002224	TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002224		28	0.476361	1.2241576	0.19869281	1.0	1.0	1552	tags=21%, list=10%, signal=24%	
THE ONCOGENIC ACTION OF 2-HYDROXYGLUTARATE%SMPDB%SMP0002291	THE ONCOGENIC ACTION OF 2-HYDROXYGLUTARATE%SMPDB%SMP0002291		24	0.4923515	1.2233117	0.20295699	1.0	1.0	3276	tags=38%, list=21%, signal=48%	
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639	POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639		55	0.4289374	1.2230968	0.18902439	1.0	1.0	2218	tags=25%, list=14%, signal=30%	
EPITHELIAL CELL MIGRATION%GOBP%GO:0010631	EPITHELIAL CELL MIGRATION%GOBP%GO:0010631		58	0.42198652	1.2230134	0.16567342	1.0	1.0	3384	tags=31%, list=22%, signal=40%	
PEPTIDYL-PROLINE MODIFICATION%GOBP%GO:0018208	PEPTIDYL-PROLINE MODIFICATION%GOBP%GO:0018208		27	0.47944093	1.2228887	0.1981383	1.0	1.0	2721	tags=33%, list=18%, signal=40%	
PID_TOLL_ENDOGENOUS_PATHWAY%MSIGDB_C2%PID_TOLL_ENDOGENOUS_PATHWAY	PID_TOLL_ENDOGENOUS_PATHWAY%MSIGDB_C2%PID_TOLL_ENDOGENOUS_PATHWAY		16	0.5304407	1.2220544	0.24038461	1.0	1.0	5374	tags=56%, list=35%, signal=86%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB		134	0.3892226	1.2219082	0.12892741	1.0	1.0	3528	tags=33%, list=23%, signal=42%	
NEGATIVE REGULATION OF DNA REPLICATION%GOBP%GO:0008156	NEGATIVE REGULATION OF DNA REPLICATION%GOBP%GO:0008156		16	0.52865565	1.2218486	0.23783033	1.0	1.0	2403	tags=38%, list=16%, signal=44%	
MAINTENANCE OF LOCATION IN CELL%GOBP%GO:0051651	MAINTENANCE OF LOCATION IN CELL%GOBP%GO:0051651		69	0.41863066	1.2216176	0.16607355	1.0	1.0	3317	tags=29%, list=22%, signal=37%	
REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175	REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175		23	0.49524617	1.2213961	0.19972827	1.0	1.0	5097	tags=52%, list=33%, signal=78%	
EPITHELIUM MIGRATION%GOBP%GO:0090132	EPITHELIUM MIGRATION%GOBP%GO:0090132		58	0.42198652	1.2205116	0.16666667	1.0	1.0	3384	tags=31%, list=22%, signal=40%	
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000379	POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000379		35	0.45837474	1.2204146	0.19416244	1.0	1.0	1266	tags=20%, list=8%, signal=22%	
BETA-KETOTHIOLASE DEFICIENCY%SMPDB%SMP0000173	BETA-KETOTHIOLASE DEFICIENCY%SMPDB%SMP0000173		27	0.47122172	1.2203833	0.21122995	1.0	1.0	3564	tags=37%, list=23%, signal=48%	
FERTILIZATION%GOBP%GO:0009566	FERTILIZATION%GOBP%GO:0009566		40	0.44530588	1.2201648	0.2	1.0	1.0	4320	tags=40%, list=28%, signal=56%	
INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002758	INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002758		77	0.41066587	1.220019	0.16042155	1.0	1.0	4012	tags=35%, list=26%, signal=47%	
NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002762	NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002762		23	0.4889119	1.2199947	0.2109589	1.0	1.0	3606	tags=43%, list=23%, signal=57%	
GLYCOLYSIS%REACTOME DATABASE ID RELEASE 83%70171	GLYCOLYSIS%REACTOME DATABASE ID RELEASE 83%70171		59	0.4162691	1.2197378	0.17839806	1.0	1.0	3002	tags=32%, list=20%, signal=40%	
REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060765	REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060765		25	0.4865841	1.2193553	0.21109608	1.0	1.0	3851	tags=40%, list=25%, signal=53%	
CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016	CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016		48	0.4327629	1.2191236	0.18567961	1.0	1.0	3794	tags=46%, list=25%, signal=61%	
AMYLOID-BETA CLEARANCE%GOBP%GO:0097242	AMYLOID-BETA CLEARANCE%GOBP%GO:0097242		20	0.5052148	1.2188878	0.22252011	1.0	1.0	3840	tags=40%, list=25%, signal=53%	
NEGATIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002792	NEGATIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002792		17	0.5317043	1.2186344	0.2254902	1.0	1.0	3368	tags=35%, list=22%, signal=45%	
ISOBUTYRYL-COA DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000523	ISOBUTYRYL-COA DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000523		27	0.47122172	1.2183237	0.22147651	1.0	1.0	3564	tags=37%, list=23%, signal=48%	
POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046638	POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046638		23	0.49628246	1.2180998	0.22544952	1.0	1.0	3626	tags=43%, list=24%, signal=57%	
GAMMA CARBOXYLATION, HYPUSINE FORMATION AND ARYLSULFATASE ACTIVATION%REACTOME DATABASE ID RELEASE 83%163841	GAMMA CARBOXYLATION, HYPUSINE FORMATION AND ARYLSULFATASE ACTIVATION%REACTOME DATABASE ID RELEASE 83%163841		33	0.46084625	1.2177783	0.20838794	1.0	1.0	2192	tags=30%, list=14%, signal=35%	
NADP METABOLIC PROCESS%GOBP%GO:0006739	NADP METABOLIC PROCESS%GOBP%GO:0006739		25	0.48692673	1.2176586	0.21045393	1.0	1.0	1557	tags=20%, list=10%, signal=22%	
POSITIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050769	POSITIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050769		115	0.39222765	1.2174968	0.13681869	1.0	1.0	2758	tags=25%, list=18%, signal=31%	
MYELOID LEUKOCYTE MIGRATION%GOBP%GO:0097529	MYELOID LEUKOCYTE MIGRATION%GOBP%GO:0097529		45	0.4377343	1.2172517	0.19375	1.0	1.0	3524	tags=31%, list=23%, signal=40%	
THE ONCOGENIC ACTION OF SUCCINATE%PATHWHIZ%PW002360	THE ONCOGENIC ACTION OF SUCCINATE%PATHWHIZ%PW002360		26	0.48283833	1.2171719	0.22	1.0	1.0	3276	tags=35%, list=21%, signal=44%	
TAT-MEDIATED HIV ELONGATION ARREST AND RECOVERY%REACTOME%R-HSA-167243.3	TAT-MEDIATED HIV ELONGATION ARREST AND RECOVERY%REACTOME%R-HSA-167243.3		30	0.4642124	1.217121	0.21399178	1.0	1.0	5329	tags=50%, list=35%, signal=76%	
IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:0002433	IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:0002433		15	0.5407641	1.2169973	0.2382311	1.0	1.0	1788	tags=27%, list=12%, signal=30%	
ISOVALERIC ACIDURIA%PATHWHIZ%PW000091	ISOVALERIC ACIDURIA%PATHWHIZ%PW000091		27	0.47122172	1.2164954	0.21038616	1.0	1.0	3564	tags=37%, list=23%, signal=48%	
REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236	REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236		35	0.46784136	1.2164701	0.19505852	1.0	1.0	931	tags=11%, list=6%, signal=12%	
OSTEOPONTIN-MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%OSTEOPONTIN-MEDIATED EVENTS	OSTEOPONTIN-MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%OSTEOPONTIN-MEDIATED EVENTS		28	0.4674852	1.2162952	0.2248062	1.0	1.0	1571	tags=18%, list=10%, signal=20%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		33	0.4586561	1.216078	0.20053121	1.0	1.0	4204	tags=45%, list=27%, signal=62%	
MAPLE SYRUP URINE DISEASE%PATHWHIZ%PW000064	MAPLE SYRUP URINE DISEASE%PATHWHIZ%PW000064		27	0.47122172	1.2154078	0.21363041	1.0	1.0	3564	tags=37%, list=23%, signal=48%	
THE ONCOGENIC ACTION OF FUMARATE%PATHWHIZ%PW002363	THE ONCOGENIC ACTION OF FUMARATE%PATHWHIZ%PW002363		26	0.48283833	1.2150573	0.22359397	1.0	1.0	3276	tags=35%, list=21%, signal=44%	
NEGATIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903321	NEGATIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903321		69	0.4134997	1.2149199	0.19328703	1.0	1.0	4258	tags=43%, list=28%, signal=60%	
REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952	REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952		94	0.3969196	1.214802	0.15730338	1.0	1.0	3537	tags=30%, list=23%, signal=38%	
PAUSING AND RECOVERY OF TAT-MEDIATED HIV ELONGATION%REACTOME%R-HSA-167238.2	PAUSING AND RECOVERY OF TAT-MEDIATED HIV ELONGATION%REACTOME%R-HSA-167238.2		30	0.4642124	1.2137662	0.20782726	1.0	1.0	5329	tags=50%, list=35%, signal=76%	
B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002312	B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002312		17	0.5143226	1.2135338	0.22905028	1.0	1.0	2821	tags=29%, list=18%, signal=36%	
ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844	ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844		16	0.52477074	1.2134155	0.21696801	1.0	1.0	1161	tags=19%, list=8%, signal=20%	
MITOCHONDRIAL COMPLEX I ASSEMBLY MODEL OXPHOS SYSTEM%WIKIPATHWAYS_20220510%WP4324%HOMO SAPIENS	MITOCHONDRIAL COMPLEX I ASSEMBLY MODEL OXPHOS SYSTEM%WIKIPATHWAYS_20220510%WP4324%HOMO SAPIENS		44	0.44583988	1.2125721	0.1937046	1.0	1.0	4905	tags=45%, list=32%, signal=67%	
REGULATION OF PEPTIDE TRANSPORT%GOBP%GO:0090087	REGULATION OF PEPTIDE TRANSPORT%GOBP%GO:0090087		87	0.39748487	1.2118975	0.15462755	1.0	1.0	3528	tags=32%, list=23%, signal=42%	
CELLULAR RESPONSE TO ESTRADIOL STIMULUS%GOBP%GO:0071392	CELLULAR RESPONSE TO ESTRADIOL STIMULUS%GOBP%GO:0071392		15	0.53797096	1.2115817	0.2651297	1.0	1.0	2308	tags=27%, list=15%, signal=31%	
RNA POLYMERASE I TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 83%73762	RNA POLYMERASE I TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 83%73762		47	0.4299067	1.2115153	0.19311193	1.0	1.0	2883	tags=28%, list=19%, signal=34%	
REGULATION OF PEPTIDE HORMONE SECRETION%GOBP%GO:0090276	REGULATION OF PEPTIDE HORMONE SECRETION%GOBP%GO:0090276		84	0.39754084	1.2114576	0.15175538	1.0	1.0	3528	tags=32%, list=23%, signal=41%	
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY		41	0.45448902	1.2114462	0.19693094	1.0	1.0	2067	tags=24%, list=13%, signal=28%	
LOSS OF PROTEINS REQUIRED FOR INTERPHASE MICROTUBULE ORGANIZATION FROM THE CENTROSOME%REACTOME%R-HSA-380284.1	LOSS OF PROTEINS REQUIRED FOR INTERPHASE MICROTUBULE ORGANIZATION FROM THE CENTROSOME%REACTOME%R-HSA-380284.1		64	0.40999663	1.2111452	0.16321559	1.0	1.0	2779	tags=30%, list=18%, signal=36%	
5-HYDROXYTRYPTAMINE DEGREDATION%PANTHER PATHWAY%P04372	5-HYDROXYTRYPTAMINE DEGREDATION%PANTHER PATHWAY%P04372		15	0.5322759	1.2107543	0.24647887	1.0	1.0	3383	tags=40%, list=22%, signal=51%	
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621	POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621		71	0.41145822	1.210469	0.17502917	1.0	1.0	2426	tags=23%, list=16%, signal=27%	
GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 83%210500	GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 83%210500		22	0.49548915	1.2101653	0.22589532	1.0	1.0	1855	tags=27%, list=12%, signal=31%	
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731		88	0.3978672	1.2101592	0.16027088	1.0	1.0	3722	tags=32%, list=24%, signal=42%	
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338	LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338		15	0.5352533	1.210143	0.23857144	1.0	1.0	1483	tags=27%, list=10%, signal=29%	
REGULATION OF ATP-DEPENDENT ACTIVITY%GOBP%GO:0043462	REGULATION OF ATP-DEPENDENT ACTIVITY%GOBP%GO:0043462		51	0.4264284	1.2101079	0.19274093	1.0	1.0	3291	tags=33%, list=21%, signal=42%	
METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000384	METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000384		27	0.47122172	1.2096839	0.21176471	1.0	1.0	3564	tags=37%, list=23%, signal=48%	
VALINE, LEUCINE, AND ISOLEUCINE DEGRADATION%PATHWHIZ%PW000051	VALINE, LEUCINE, AND ISOLEUCINE DEGRADATION%PATHWHIZ%PW000051		27	0.47122172	1.2095323	0.21130551	1.0	1.0	3564	tags=37%, list=23%, signal=48%	
RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046390	RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046390		160	0.37719175	1.2088549	0.12327311	1.0	1.0	4015	tags=34%, list=26%, signal=45%	
NEGATIVE REGULATION OF NEURON DEATH%GOBP%GO:1901215	NEGATIVE REGULATION OF NEURON DEATH%GOBP%GO:1901215		88	0.39717752	1.2087439	0.16629213	1.0	1.0	3860	tags=41%, list=25%, signal=54%	
POSITIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045429	POSITIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045429		21	0.50310314	1.2087181	0.2255846	1.0	1.0	1450	tags=29%, list=9%, signal=32%	
PID_TAP63_PATHWAY%MSIGDB_C2%PID_TAP63_PATHWAY	PID_TAP63_PATHWAY%MSIGDB_C2%PID_TAP63_PATHWAY		34	0.46327832	1.2084895	0.2122016	1.0	1.0	3605	tags=41%, list=23%, signal=54%	
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 83%6791312	TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 83%6791312		44	0.44052672	1.208415	0.2	1.0	1.0	3271	tags=30%, list=21%, signal=37%	
RESPONSE TO VIRUS%GOBP%GO:0009615	RESPONSE TO VIRUS%GOBP%GO:0009615		197	0.37011796	1.2081842	0.11770833	1.0	1.0	4012	tags=32%, list=26%, signal=43%	
GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298	GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298		30	0.4685619	1.2081468	0.20694259	1.0	1.0	4079	tags=43%, list=27%, signal=59%	
PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY	PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY		28	0.47004837	1.2081277	0.21399178	1.0	1.0	4170	tags=43%, list=27%, signal=59%	
